학교명,설립별,지역별,교외장학금 국가,교내장학금 저소득층장학금,장학금_총계,학제별,평균입학금,평균등록금(원),일반학자금대출_전체_학생수,일반학자금대출_전체_금액,일반학자금대출_등록금_학생수,일반학자금대출_등록금_금액,취업학자금대출_전체_학생수,취업학자금대출_전체_금액,취업학자금대출_등록금_학생수,취업학자금대출_등록금_금액,일반_생활비대출_금액,취업_생활비대출_금액,총_생활비대출_금액,총_등록금대출_금액,총_대출_금액,총_대출_학생수,재학생수,대출학생비율(%),1인당_대출액(원)
창신대학교,사립,경남,5562085666,346325100,8062068945,대학,0,6964561.1,182,484344200,104,236944200,247,587439140,97,203505800,247400000,383933340,631333340,440450000,1071783340,429,1582,27.117572692793935,677486.3084702907
창원문성대학교,사립,경남,2868476318,0,3506021795,전문대학,0,6502184.0,123,314408000,69,165408000,193,514042000,101,235442000,149000000,278600000,427600000,400850000,828450000,316,683,46.266471449487554,1212957.5402635431
청강문화산업대학교,사립,경기,10863559626,1588439086,14557158551,전문대학,0,8073243.3,467,1639355660,355,1141505660,845,2562512710,453,1297426876,497850000,1265085834,1762935834,2438932536,4201868370,1312,3756,34.93077742279021,1118708.2987220448
청암대학교,사립,전남,6211655050,3900000,7984718509,전문대학,0,6217559.3,122,322575500,67,149525500,296,786592510,136,308642510,173050000,477950000,651000000,458168010,1109168010,418,2116,19.754253308128543,524181.4792060492
청운대학교,사립,충남,21139346130,556910500,28095808243,대학,0,8000799.0,740,2260820200,519,1417620200,831,2206639984,405,1033358347,843200000,1173281637,2016481637,2450978547,4467460184,1571,5135,30.593962999026292,870001.9832521909
청주대학교,사립,충북,28781701556,5619752140,44492459515,대학,0,8319491.0,1197,4262290680,934,2945390680,1761,5052579005,1120,2610629005,1316900000,2441950000,3758850000,5556019685,9314869685,2958,11943,24.767646320020095,779943.8738172988
초당대학교,사립,전남,7664025152,226529750,11923383402,대학,0,7231632.4,217,908698980,131,622848980,522,1859769420,260,1073380520,285850000,786388900,1072238900,1696229500,2768468400,739,2225,33.21348314606742,1244255.4606741574
총신대학교,사립,서울,4812856508,548602000,6354207349,대학,0,7556237.0,1121,4769478750,963,3395578750,675,2340461528,468,1329459248,1373900000,1011002280,2384902280,4725037998,7109940278,1796,1398,128.4692417739628,5085794.190271817
추계예술대학교,사립,서울,2570709978,398432000,3787086680,대학,0,9898886.0,269,1242599060,230,964399060,304,1128951920,217,698201920,278200000,430750000,708950000,1662600980,2371550980,573,1113,51.482479784366575,2130773.5669362084
춘천교육대학교,국공립,강원,2212622106,161415000,2864006050,대학,0,3601590.4,98,246952500,58,98152500,102,223851500,24,38101500,148800000,185750000,334550000,136254000,470804000,200,1186,16.863406408094438,396967.9595278246
춘해보건대학교,사립,울산,8230953897,463118500,10005880005,전문대학,0,6647074.6,286,858338660,196,468988660,736,1908993779,393,821293779,389350000,1087700000,1477050000,1290282439,2767332439,1022,2652,38.5369532428356,1043488.8533182504
충남대학교,국공립,대전,29669075804,3272480930,43638538434,대학,0,4401836.0,2439,8230817250,1686,4884617250,2124,5107965649,650,1593643781,3346200000,3514321868,6860521868,6478261031,13338782899,4563,17696,25.785488245931283,753773.8979995479
충남도립대학교,국공립,충남,1846035098,275452000,3885646444,전문대학,0,2460813.7,55,109647000,28,33847000,106,221867500,35,42367500,75800000,179500000,255300000,76214500,331514500,161,968,16.632231404958677,342473.6570247934
충북대학교,국공립,충북,25880447156,1271221000,38061483280,대학,0,4305681.0,1797,5796294310,1252,3294744310,1716,4250227113,600,1397310433,2501550000,2852916680,5354466680,4692054743,10046521423,3513,13228,26.557302691260958,759489.07038101
충북도립대학교,국공립,충북,1330986642,0,1919043283,전문대학,0,1873069.8,33,71483000,23,21583000,47,100112980,24,21062980,49900000,79050000,128950000,42645980,171595980,80,700,11.428571428571429,245137.11428571428
충북보건과학대학교,사립,충북,6619029926,95062400,8939776939,전문대학,0,6723179.0,216,609131900,141,344581900,376,1022923960,196,474323960,264550000,548600000,813150000,818905860,1632055860,592,3098,19.109102646868948,526809.509360878
충청대학교,사립,충북,8370892085,548498620,11629662810,전문대학,0,6323805.7,261,732027000,155,395327000,399,1066477685,187,460541851,336700000,605935834,942635834,855868851,1798504685,660,3148,20.96569250317662,571316.6089580687
칼빈대학교,사립,경기,960936432,1500000,2902386060,대학,0,8030000.0,157,607435000,138,398285000,64,184600000,41,98750000,209150000,85850000,295000000,497035000,792035000,221,2159,10.236220472440944,366852.70958777214
평택대학교,사립,경기,8531670480,916409000,12342047520,대학,0,8198774.1,573,2193356150,485,1598256150,566,1751892299,389,1009758959,595100000,742133340,1337233340,2608015109,3945248449,1139,3006,37.890884896872926,1312457.9005322687
포항공과대학교,사립,경북,4246467213,48472800,11164528477,대학,0,5613500.0,682,3261842000,525,2361692000,171,650627000,103,425127000,900150000,225500000,1125650000,2786819000,3912469000,853,1477,57.75220040622884,2648929.587000677
포항대학교,사립,경북,5876548569,1166800,7393888887,전문대학,0,6575609.6,220,600123000,129,298873000,418,1057320451,208,370420451,301250000,686900000,988150000,669293451,1657443451,638,1423,44.83485593815882,1164752.952213633
한경국립대학교,국공립,경기,11961298304,425393430,16318842120,대학,0,4021297.0,460,1193308350,271,567508350,617,1317608460,166,319685730,625800000,997922730,1623722730,887194080,2510916810,1077,5428,19.8415622697126,462586.00036845985
한국과학기술원,국공립,대전,4791686714,505632740,28234464377,대학,0,6866000.0,1832,11554320000,1443,9053720000,260,605100000,119,125600000,2500600000,479500000,2980100000,9179320000,12159420000,2092,4008,52.19560878243513,3033787.4251497006
한국관광대학교,사립,경기,3430851935,58765000,4562224173,전문대학,0,6832009.8,116,354040150,80,218140150,205,540771310,97,227671310,135900000,313100000,449000000,445811460,894811460,321,1209,26.550868486352357,740125.2770885029
한국교원대학교,국공립,충북,4196024367,499829900,6351229650,대학,0,3456068.7,552,1712469900,475,1057869900,213,481295425,60,121195425,654600000,360100000,1014700000,1179065325,2193765325,765,2342,32.66438941076004,936705.9457728437
한국기술교육대학교,사립,충남,8778099399,141044410,15536880063,대학,0,4475287.1,308,835706920,179,407356920,354,744955304,76,139555304,428350000,605400000,1033750000,546912224,1580662224,662,4157,15.924945874428676,380241.0930959827
한국농수산대학교,국공립,전북,174818800,0,174818800,전문대학,0,0.0,20,42275000,3,4275000,44,89550000,4,5700000,38000000,83850000,121850000,9975000,131825000,64,1550,4.129032258064516,85048.3870967742
한국방송통신대학교,국공립,서울,13157412514,745391900,22882242229,대학,0,762435.9,5143,10900179730,2402,1299529730,2531,5201851328,1232,498266176,9600650000,4703585152,14304235152,1797795906,16102031058,7674,92953,8.255785181758524,173227.66406678644
한국복지사이버대학교,사립,경북,3560665000,25830000,5242231000,전문대학,0,2196000.0,156,277404000,33,24404000,45,90454420,17,12954420,253000000,77500000,330500000,37358420,367858420,201,2329,8.630313439244311,157946.93860025762
한국성서대학교,사립,서울,3214307172,56640000,4374722229,대학,0,7506665.2,213,789473000,184,554023000,273,746368775,173,411499825,235450000,334868950,570318950,965522825,1535841775,486,972,50.0,1580084.130658436
한국승강기대학교,사립,경남,1971713132,155807800,2611759150,전문대학,0,7221135.9,41,103299000,23,57349000,78,217408160,42,100108160,45950000,117300000,163250000,157457160,320707160,119,1872,6.3568376068376065,171317.92735042734
한국에너지공과대학교,국공립,전남,319950000,0,4376732500,대학,0,9000000.0,36,71750000,0,0,2,4000000,0,0,71750000,4000000,75750000,0,75750000,38,301,12.624584717607974,251661.12956810632
한국열린사이버대학교,사립,서울,7800589120,110382600,11211873610,대학,0,2423087.7,399,764414100,103,87414100,184,364932900,54,39732900,677000000,325200000,1002200000,127147000,1129347000,583,5723,10.186964878560195,197334.7894460947
한국영상대학교,사립,세종,9728977337,571373400,12153280245,전문대학,0,6918276.8,437,1451599500,336,924649500,758,2035776904,441,850482454,526950000,1185294450,1712244450,1775131954,3487376404,1195,2953,40.46732136810024,1180960.516085337
한국체육대학교,국공립,서울,4073762834,147812000,6496372903,대학,0,3860074.8,427,1424030820,298,849330820,369,849681245,89,197431245,574700000,652250000,1226950000,1046762065,2273712065,796,2339,34.031637451902526,972087.2445489526
한국침례신학대학교,사립,대전,4301970899,119375300,5319422952,대학,0,5989978.1,429,1625531700,367,1051081700,343,1012043059,188,487793059,574450000,524250000,1098700000,1538874759,2637574759,772,677,114.03249630723782,3895974.53323486
한국폴리텍 I 대학 서울강서캠퍼스,사립,서울,399040000,10982000,519564115,전문대학,0,2494000.0,30,54917000,11,13217000,45,95305000,15,16205000,41700000,79100000,120800000,29422000,150222000,75,440,17.045454545454543,341413.63636363635
한국폴리텍 I 대학 서울정수캠퍼스,사립,서울,1156485811,34666600,1448198911,전문대학,0,2494000.0,93,202649830,37,43099830,162,329324000,42,49574000,159550000,279750000,439300000,92673830,531973830,255,1051,24.262607040913416,506159.68601332064
한국폴리텍 I 대학 성남캠퍼스,사립,경기,500124340,8932000,652492340,전문대학,0,2432000.0,44,92500000,20,23500000,68,141814000,17,18564000,69000000,123250000,192250000,42064000,234314000,112,558,20.07168458781362,419917.56272401434
한국폴리텍 I 대학 제주캠퍼스,사립,제주,58969000,1082000,69969000,전문대학,0,2164000.0,2,3964000,2,1964000,4,7582000,1,1082000,2000000,6500000,8500000,3046000,11546000,6,52,11.538461538461538,222038.46153846153
한국폴리텍 II 대학 남인천캠퍼스,사립,인천,44892000,1247000,75656000,전문대학,0,2494000.0,2,4000000,0,0,6,14273519,2,2294000,4000000,11979519,15979519,2294000,18273519,8,85,9.411764705882353,214982.57647058825
한국폴리텍 II 대학 인천캠퍼스,사립,인천,1586866563,35229000,1983080063,전문대학,0,2494000.0,129,282549500,59,69599500,222,482590580,61,71940580,212950000,410650000,623600000,141540080,765140080,351,1342,26.154992548435168,570149.0909090909
한국폴리텍 III 대학 강릉캠퍼스,사립,강원,131500750,5515500,164062750,전문대학,0,2526761.9,9,15716000,1,716000,9,19331500,2,1531500,15000000,17800000,32800000,2247500,35047500,18,106,16.9811320754717,330636.7924528302
한국폴리텍 III 대학 원주캠퍼스,사립,강원,109787000,4792000,146485000,전문대학,0,2174000.0,4,8587000,1,587000,16,30500000,0,0,8000000,30500000,38500000,587000,39087000,20,113,17.699115044247787,345902.65486725664
한국폴리텍 III 대학 춘천캠퍼스,사립,강원,258508000,5648000,338657000,전문대학,0,2432000.0,15,30648000,3,3648000,24,48364000,4,4864000,27000000,43500000,70500000,8512000,79012000,39,213,18.30985915492958,370948.35680751177
한국폴리텍 IV 대학 대전캠퍼스,사립,대전,769444000,13376000,971267450,전문대학,0,2432000.0,60,109294660,13,12794660,134,264118000,23,21968000,96500000,242150000,338650000,34762660,373412660,194,628,30.89171974522293,594606.1464968153
한국폴리텍 IV 대학 아산캠퍼스,사립,충남,385824001,8216000,504413001,전문대학,0,2432000.0,15,30332000,3,3132000,34,67280000,5,4580000,27200000,62700000,89900000,7712000,97612000,49,388,12.628865979381443,251577.31958762885
한국폴리텍 IV 대학 청주캠퍼스,사립,충북,712576000,9100000,885337000,전문대학,0,2432000.0,39,80160000,10,9160000,70,146252000,10,8052000,71000000,138200000,209200000,17212000,226412000,109,654,16.666666666666664,346195.71865443425
한국폴리텍 IV 대학 충남캠퍼스,사립,충남,173120000,0,248860000,전문대학,0,2164000.0,9,17000000,0,0,19,36582000,1,1082000,17000000,35500000,52500000,1082000,53582000,28,189,14.814814814814813,283502.6455026455
한국폴리텍 V 대학 광주캠퍼스,사립,광주,1022858667,0,1237525667,전문대학,0,2432000.0,44,75394000,9,8944000,126,252068000,24,25168000,66450000,226900000,293350000,34112000,327462000,170,771,22.04928664072633,424723.7354085603
한국폴리텍 V 대학 익산캠퍼스,사립,전북,89984000,1932000,115165000,전문대학,0,2432000.0,3,3716000,1,1216000,7,9500000,0,0,2500000,9500000,12000000,1216000,13216000,10,105,9.523809523809524,125866.66666666667
한국폴리텍 V 대학 전남캠퍼스,사립,전남,166710000,6492000,218341000,전문대학,0,2164000.0,8,13250000,0,0,15,32246000,3,3246000,13250000,29000000,42250000,3246000,45496000,23,123,18.69918699186992,369886.1788617886
한국폴리텍 V 대학 전북캠퍼스,사립,전북,413138000,24607500,532743000,전문대학,0,2321000.0,26,56463000,7,7963000,60,111502500,5,5802500,48500000,105700000,154200000,13765500,167965500,86,359,23.955431754874652,467870.47353760444
한국폴리텍 VI 대학 구미캠퍼스,사립,경북,708320001,36400000,867186001,전문대학,0,2432000.0,33,64926000,11,11376000,79,156390000,15,16740000,53550000,139650000,193200000,28116000,221316000,112,500,22.400000000000002,442632.0
한국폴리텍 VI 대학 대구캠퍼스,사립,대구,620565336,8512000,767142336,전문대학,0,2432000.0,36,79676000,11,12376000,116,243120000,20,21320000,67300000,221800000,289100000,33696000,322796000,152,442,34.38914027149321,730307.6923076923
한국폴리텍 VI 대학 영남융합기술캠퍼스,사립,대구,184224000,7000000,258177000,전문대학,0,2432000.0,10,26512000,7,8512000,17,33716000,1,1216000,18000000,32500000,50500000,9728000,60228000,27,172,15.69767441860465,350162.79069767444
한국폴리텍 VI 대학 영주캠퍼스,사립,경북,74658000,3320000,92598000,전문대학,0,2164000.0,3,4500000,0,0,4,6582000,1,1082000,4500000,5500000,10000000,1082000,11082000,7,52,13.461538461538462,213115.38461538462
한국폴리텍 VII 대학 부산캠퍼스,사립,부산,946712667,50860000,1147292587,전문대학,0,2432000.0,56,113040000,15,18240000,128,249904000,19,23104000,94800000,226800000,321600000,41344000,362944000,184,650,28.307692307692307,558375.3846153846
한국폴리텍 VII 대학 울산캠퍼스,사립,울산,672164000,15929333,907036333,전문대학,0,2432000.0,55,120304000,20,23204000,115,212110000,10,12160000,97100000,199950000,297050000,35364000,332414000,170,629,27.027027027027028,528480.1271860095
한국폴리텍 VII 대학 창원캠퍼스,사립,경남,1866412000,13376000,2198211560,전문대학,0,2432000.0,88,183004000,19,23104000,198,398516000,28,31116000,159900000,367400000,527300000,54220000,581520000,286,1413,20.240622788393487,411549.8938428875
한국폴리텍 특성화대학 로봇캠퍼스,사립,경북,230366000,1000000,271145000,전문대학,0,2164000.0,11,22828000,4,3828000,37,80934000,13,11984000,19000000,68950000,87950000,15812000,103762000,48,136,35.294117647058826,762955.8823529412
한국폴리텍 특성화대학 바이오캠퍼스,사립,충남,396602500,4400000,496650000,전문대학,0,2595000.0,11,19690000,4,4690000,52,98365396,3,3392500,15000000,94972896,109972896,8082500,118055396,63,283,22.261484098939928,417156.8763250883
한국폴리텍 특성화대학 반도체융합캠퍼스,사립,경기,364800000,1216000,473384000,전문대학,0,2432000.0,26,59224000,14,16024000,60,106594000,9,10444000,43200000,96150000,139350000,26468000,165818000,86,370,23.243243243243246,448156.75675675675
한국폴리텍 특성화대학 항공캠퍼스,사립,경남,337264167,0,409553667,전문대학,0,2433846.2,23,51301500,9,11751500,49,96666000,10,13766000,39550000,82900000,122450000,25517500,147967500,72,248,29.03225806451613,596643.1451612903
한국항공대학교,사립,경기,8808557552,1434167170,15244895175,대학,0,9210265.3,841,3779956160,718,2985406160,684,2427063519,420,1482794229,794550000,944269290,1738819290,4468200389,6207019679,1525,4255,35.84018801410106,1458759.031492362
한남대학교,사립,대전,33531058226,3186449758,46491151779,대학,0,7869677.4,1069,3389225250,775,2220975250,1594,4234341566,774,1917481954,1168250000,2316859612,3485109612,4138457204,7623566816,2663,11608,22.941075120606477,656751.1040661613
한동대학교,사립,경북,12458784448,975797037,17698667318,대학,0,7413037.9,530,2455025100,417,1774275100,1071,2984985027,532,1335735027,680750000,1649250000,2330000000,3110010127,5440010127,1601,3876,41.30546955624355,1403511.3846749226
한라대학교,사립,강원,8147438735,1580000,12352179562,대학,0,7767468.5,226,696225080,147,436875080,492,1390792210,284,736114930,259350000,654677280,914027280,1172990010,2087017290,718,3128,22.953964194373402,667205.0159846548
한림대학교,사립,강원,18530356412,1543680475,27696772569,대학,0,8226649.5,883,3110953320,677,2154953320,1218,3288936186,673,1627506186,956000000,1661430000,2617430000,3782459506,6399889506,2101,7575,27.735973597359738,844869.9017821782
한림성심대학교,사립,강원,7856973494,38170000,10093895908,전문대학,0,6250016.4,233,672046200,164,403996200,484,1247368700,252,575368700,268050000,672000000,940050000,979364900,1919414900,717,2443,29.34916086778551,785679.4514940646
한서대학교,사립,충남,17038944374,1428699000,25832986918,대학,0,8525200.1,935,4061768730,719,3059168730,1444,5371783203,932,3404329594,1002600000,1967453609,2970053609,6463498324,9433551933,2379,6117,38.89161353604708,1542186.02795488
한성대학교,사립,서울,17623740073,914265300,26492831358,대학,0,8033733.0,1081,4061200100,885,2968567100,1079,3231227394,652,1873127394,1092633000,1358100000,2450733000,4841694494,7292427494,2160,7011,30.80872913992298,1040140.8492369134
한세대학교,사립,경기,6983797466,1488449500,10412071990,대학,0,8859564.3,617,2704239000,563,2076489000,620,2078425529,446,1289825529,627750000,788600000,1416350000,3366314529,4782664529,1237,2509,49.30251096054205,1906203.479075329
한신대학교,사립,경기,13186107981,1522053700,18457453964,대학,0,7892204.1,763,2553439480,622,1860289480,1049,2852133091,718,1598033080,693150000,1254100011,1947250011,3458322560,5405572571,1812,5172,35.03480278422274,1045160.9766047951
한양대학교,사립,서울,55528938642,11978880331,102965000000,대학,0,9286647.0,8365,45792397000,7083,36414314000,4215,14534342616,2364,8329899741,9378083000,6204442875,15582525875,44744213741,60326739616,12580,16432,76.55793573515093,3671296.2278481014
한양사이버대학교,사립,서울,18561503830,38784000,26133850820,대학,0,2936765.0,2122,5296334000,1078,1850384000,1213,2655608464,448,521367000,3445950000,2134241464,5580191464,2371751000,7951942464,3335,16640,20.042067307692307,477881.15769230766
한양여자대학교,사립,서울,18039992181,1330223620,23463497155,전문대학,0,6761049.0,724,2209802600,581,1564052600,1080,2961156669,660,1573949039,645750000,1387207630,2032957630,3138001639,5170959269,1804,6503,27.74104259572505,795165.1959095802
한영대학교,사립,전남,3298890624,26400000,4129483265,전문대학,0,6185299.1,162,437758000,88,193108000,209,511807546,89,175920046,244650000,335887500,580537500,369028046,949565546,371,1392,26.652298850574713,682159.1566091954
한일장신대학교,사립,전북,2484763574,15080000,3632525397,대학,0,6852602.7,148,454465000,92,244315000,135,359154490,62,144719741,210150000,214434749,424584749,389034741,813619490,283,699,40.486409155937054,1163976.3805436338
협성대학교,사립,경기,9528265624,1463215124,13592547291,대학,0,8135252.7,499,1847407250,409,1309057250,724,2128225661,456,1217575661,538350000,910650000,1449000000,2526632911,3975632911,1223,3773,32.414524251258946,1053706.045852107
혜전대학교,사립,충남,7621661668,542877665,11039397527,전문대학,0,6323583.0,271,761613100,144,380413100,555,1510344928,254,661344928,381200000,849000000,1230200000,1041758028,2271958028,826,2943,28.066598708800544,771987.0975195379
호남대학교,사립,광주,19582713788,587983300,26828664218,대학,0,6788793.8,534,1610109900,355,955859900,963,2364688576,401,865738576,654250000,1498950000,2153200000,1821598476,3974798476,1497,6223,24.05592158123092,638727.0570464407
호남신학대학교,사립,광주,1754111855,900000,2274507323,대학,0,6973029.8,141,537445500,110,341245500,72,232940300,46,121140300,196200000,111800000,308000000,462385800,770385800,213,396,53.78787878787878,1945418.686868687
호산대학교,사립,경북,5702815466,0,8078326110,전문대학,0,6196261.2,175,481073610,89,216473610,409,1153361367,240,509019930,264600000,644341437,908941437,725493540,1634434977,584,2479,23.557886244453407,659312.2133924969
호서대학교,사립,충남,31095695487,4015463900,47505272182,대학,0,8412408.0,1923,7514605700,1606,5601505700,2283,7079067132,1448,3921949662,1913100000,3157117470,5070217470,9523455362,14593672832,4206,11923,35.27635662165562,1223993.3600603875
호원대학교,사립,전북,16166702366,41075000,22422425790,대학,0,7501238.6,652,1963448000,411,1143548000,956,2773451673,543,1333868333,819900000,1439583340,2259483340,2477416333,4736899673,1608,5013,32.07660083782166,944923.1344504289
홍익대학교,사립,서울,37581681490,9941625920,75731014441,대학,0,9152336.8,4266,22567052200,3535,18138252200,2735,8849556748,1412,4907137713,4428800000,3942419035,8371219035,23045389913,31416608948,7001,12368,56.60575679172057,2540152.7286545923
화신사이버대학교,사립,부산,5067608358,194104500,5696989620,대학,0,2515636.4,130,231550000,14,9550000,48,84650000,8,5250000,222000000,79400000,301400000,14800000,316200000,178,2093,8.504538939321549,151075.01194457716
