학교명,설립별,지역별,교외장학금 국가,교내장학금 저소득층장학금,장학금_총계,학제별,평균입학금,평균등록금(원),일반학자금대출_전체_학생수,일반학자금대출_전체_금액,일반학자금대출_등록금_학생수,일반학자금대출_등록금_금액,취업학자금대출_전체_학생수,취업학자금대출_전체_금액,취업학자금대출_등록금_학생수,취업학자금대출_등록금_금액,일반_생활비대출_금액,취업_생활비대출_금액,총_생활비대출_금액,총_등록금대출_금액,총_대출_금액,총_대출_학생수,재학생수,대출학생비율(%),1인당_대출액(원)
ICT폴리텍대학,사립,경기,374375000,149025000,660275000,전문대학,0,2500000.0,14,28200000,2,2500000,29,63048936,7,8115000,25700000,54933936,80633936,10615000,91248936,43,260,16.538461538461537,350957.44615384616
가야대학교(김해),사립,경남,4807751626,581204200,6731889810,대학,0,7446294.0,215,720264300,151,438764300,367,1082848700,188,514248700,281500000,568600000,850100000,953013000,1803113000,582,1610,36.149068322981364,1119945.9627329193
가천대학교,사립,경기,45910606313,9851371080,77843265838,대학,0,9094425.6,2789,11087930475,2278,8206430475,2765,8452095398,1838,4953349976,2881500000,3498745422,6380245422,13159780451,19540025873,5554,22520,24.662522202486677,867674.328285968
가톨릭관동대학교,사립,강원,16176594266,914893269,21628812317,대학,0,7725838.9,654,2169762400,475,1380162400,1134,3194155079,624,1484670726,789600000,1709484353,2499084353,2864833126,5363917479,1788,5229,34.19391853126793,1025801.7745266781
가톨릭꽃동네대학교,사립,충북,1297783541,102870500,1998417415,대학,0,7468777.8,40,132023700,29,82023700,83,235984685,45,115434685,50000000,120550000,170550000,197458385,368008385,123,418,29.42583732057416,880402.8349282297
가톨릭대학교,사립,경기,17886024287,2424326980,28695616841,대학,0,7963851.9,1785,8289095160,1544,6696795160,1327,3977474059,775,2181006119,1592300000,1796467940,3388767940,8877801279,12266569219,3112,7843,39.6786943771516,1564014.9456840495
가톨릭상지대학교,사립,경북,5257535213,26691000,7148534417,전문대학,0,6122698.4,183,469955900,90,195455900,362,897124634,161,343274634,274500000,553850000,828350000,538730534,1367080534,545,1732,31.466512702078518,789307.4676674365
감리교신학대학교,사립,서울,2410494708,40670000,2886603070,대학,0,6941350.0,352,1438306950,316,1048706950,236,749815390,158,413365390,389600000,336450000,726050000,1462072340,2188122340,588,564,104.25531914893618,3879649.5390070924
강남대학교,사립,경기,16109316042,1946189837,22201126913,대학,0,8206173.1,956,3655287000,801,2685337000,975,2957169351,599,1683081719,969950000,1274087632,2244037632,4368418719,6612456351,1931,6522,29.607482367371972,1013869.4190432383
강동대학교,사립,충북,10290339482,214737453,13231413683,전문대학,0,6087118.9,392,1140415000,237,565115000,572,1704608889,370,849308889,575300000,855300000,1430600000,1414423889,2845023889,964,3376,28.554502369668246,842720.3462677725
강릉영동대학교,사립,강원,6333028966,0,8965802818,전문대학,0,6161215.3,198,589112830,136,362512830,503,1405198920,296,642644750,226600000,762554170,989154170,1005157580,1994311750,701,3144,22.296437659033078,634323.0756997456
강서대학교,사립,서울,3481755480,606409850,5602164367,대학,0,7933023.5,178,617718750,145,449168750,269,854073585,196,488623585,168550000,365450000,534000000,937792335,1471792335,447,1742,25.660160734787603,844886.5298507463
강원대학교,국공립,강원,39134403214,2286402600,57280056940,대학,0,4231664.8,2157,6140193010,1316,3113343010,3014,6967534246,984,1940558971,3026850000,5026975275,8053825275,5053901981,13107727256,5171,14157,36.5261001624638,925883.1147842057
강원도립대학교,국공립,강원,1266491800,15837000,1896626865,전문대학,0,2347981.6,35,67000000,9,10500000,42,80599000,4,4599000,56500000,76000000,132500000,15099000,147599000,77,583,13.20754716981132,253171.52658662092
거제대학교,사립,경남,3749415704,311667200,4940098485,전문대학,0,6720853.1,102,267734690,48,137634690,194,520645405,83,201395405,130100000,319250000,449350000,339030095,788380095,296,1072,27.611940298507463,735429.1930970149
건국대학교,사립,서울,48692744708,9202654517,83072559273,대학,0,8935134.0,5213,26297771400,4329,20499421400,3649,11708385965,1905,6385635562,5798350000,5322750403,11121100403,26885056962,38006157365,8862,15960,55.52631578947368,2381338.180764411
건양대학교,사립,충남,17596012686,1518271500,26621412694,대학,0,7429363.0,683,2133255310,467,1283220210,1083,2689031358,414,1016059128,850035100,1672972230,2523007330,2299279338,4822286668,1766,2531,69.77479257210588,1905289.082576057
건양사이버대학교,사립,대전,8235644052,12376500,9895117834,대학,0,2537763.9,507,1059169500,190,231469500,147,324352625,56,65039700,827700000,259312925,1087012925,296509200,1383522125,654,4078,16.03727317312408,339264.8663560569
경기과학기술대학교,사립,경기,12717373998,61622960,16092637039,전문대학,0,6933951.9,465,1435874276,336,898274276,608,1716714026,367,823437992,537600000,893276034,1430876034,1721712268,3152588302,1073,3919,27.37943352896147,804436.9231946925
경기대학교,사립,경기,33310345110,5454261200,51811828645,대학,0,8003495.9,2517,10864106500,2168,8343523500,2060,5733879033,1137,2944029013,2520583000,2789850020,5310433020,11287552513,16597985533,4577,11891,38.49129593810445,1395844.380876293
경남대학교,사립,경남,23504388931,822379980,33880956270,대학,0,7060677.8,985,3002966120,655,1751516120,1566,4000606526,610,1482801392,1251450000,2517805134,3769255134,3234317512,7003572646,2551,8352,30.543582375478927,838550.3647030651
경남도립거창대학,국공립,경남,1661598020,844743000,2709976215,전문대학,0,2859245.1,37,74005000,9,12905000,62,125981000,13,18181000,61100000,107800000,168900000,31086000,199986000,99,845,11.715976331360947,236669.8224852071
경남정보대학교,사립,부산,19602123639,51696600,23249099612,전문대학,0,6732394.5,585,1508337500,313,655187500,1319,3177238387,487,1040121874,853150000,2137116513,2990266513,1695309374,4685575887,1904,5418,35.14211886304909,864816.5166112956
경동대학교,사립,강원,17844352020,3458940646,31317089896,대학,0,8651314.8,761,2898814800,593,2214014800,1633,5227325449,1026,3104103769,684800000,2123221680,2808021680,5318118569,8126140249,2394,1126,212.61101243339255,7216820.825044405
경민대학교,사립,경기,14509519052,359940000,18568000000,전문대학,0,7081098.3,467,1343718370,328,827768370,878,2333909934,467,1087274003,515950000,1246635931,1762585931,1915042373,3677628304,1345,5112,26.310641627543035,719410.8575899843
경복대학교,사립,경기,20082115359,2141185000,26444496981,전문대학,0,7171732.1,628,1978485000,451,1285535000,1387,3716386056,728,1702219376,692950000,2014166680,2707116680,2987754376,5694871056,2015,6253,32.224532224532226,910742.212697905
경북과학대학교,사립,경북,6800971822,32631700,8963885865,전문대학,0,5745592.5,175,444208100,76,156708100,180,475412000,93,192712000,287500000,282700000,570200000,349420100,919620100,355,2266,15.666372462488967,405834.11297440424
경북대학교,국공립,대구,46181847879,3923838350,64770483901,대학,0,4524820.1,3712,12197410180,2498,7113910180,3023,7041589512,743,1834590923,5083500000,5206998589,10290498589,8948501103,19238999692,6735,22562,29.851077032177997,852716.9440652424
경북도립대학교,국공립,경북,1593666278,48760000,2432986400,전문대학,0,2459067.8,48,82653300,4,4653300,76,142825750,6,6425750,78000000,136400000,214400000,11079050,225479050,124,358,34.63687150837989,629829.748603352
경북보건대학교,사립,경북,4124735812,196338000,5331441650,전문대학,0,5777034.0,118,341634500,69,169784500,261,644403247,111,234902340,171850000,409500907,581350907,404686840,986037747,379,1306,29.019908116385913,755005.9318529862
경북전문대학교,사립,경북,9176691735,12040000,11637361446,전문대학,0,6282520.8,204,508095800,89,195995800,456,1052053259,146,291793500,312100000,760259759,1072359759,487789300,1560149059,660,2605,25.335892514395393,598905.5888675624
경상국립대학교,국공립,경남,34997445291,1015069792,45505989873,대학,0,4095673.4,1738,4846706500,1023,2404506500,2533,5531760309,650,1276071383,2442200000,4255688926,6697888926,3680577883,10378466809,4271,16424,26.004627374573797,631908.5977228446
경성대학교,사립,부산,29435088924,1924283160,41980207209,대학,0,7561386.3,1461,4725499300,1005,2985899300,2499,7258971127,1383,3570648299,1739600000,3688322828,5427922828,6556547599,11984470427,3960,12568,31.508593252705285,953570.2122056015
경운대학교,사립,경북,14070681946,352983500,24972342313,대학,0,8046670.2,358,1211627700,217,723927700,775,2389690780,452,1276774100,487700000,1112916680,1600616680,2000701800,3601318480,1133,5074,22.329523058730786,709759.2589672842
경인교육대학교,국공립,인천,3567522906,433488000,5797960960,대학,0,3493348.8,340,989387800,269,566437800,172,380876000,60,93526000,422950000,287350000,710300000,659963800,1370263800,512,1132,45.22968197879859,1210480.3886925795
경인여자대학교,사립,인천,10924811807,327026340,13853331399,전문대학,0,6971178.9,433,1384280750,351,973930750,861,2551305288,566,1446550235,410350000,1104755053,1515105053,2420480985,3935586038,1294,3623,35.71625724537676,1086278.2329561138
경일대학교,사립,경북,23059562786,1659270670,31378792675,대학,0,7997556.5,922,2815056370,661,1877106370,1206,3259148678,600,1493817487,937950000,1765331191,2703281191,3370923857,6074205048,2128,6930,30.707070707070706,876508.664935065
경희대학교,사립,서울,46494470493,9027216325,83830341317,대학,0,8699742.0,5950,31587658640,5016,25503690540,3530,11965425718,1931,6887491739,6083968100,5077933979,11161902079,32391182279,43553084358,9480,25573,37.07034763226841,1703088.5839752865
경희사이버대학교,사립,서울,12993867186,694976000,18196007335,대학,0,2931652.2,1221,2759824000,560,671624000,780,1712053902,347,381520558,2088200000,1330533344,3418733344,1053144558,4471877902,2001,10615,18.850682995760714,421279.12406971265
계명대학교,사립,대구,56473631729,3726019220,83726970167,대학,0,8236598.9,2437,8858439600,1859,6102839600,3775,10812690429,2175,5398745676,2755600000,5413944753,8169544753,11501585276,19671130029,6212,20491,30.315748377336394,959988.7769752574
계명문화대학교,사립,대구,18058607198,80436600,22137132889,전문대학,0,6510125.5,341,865633000,177,437283000,670,1568274965,235,494733860,428350000,1073541105,1501891105,932016860,2433907965,1011,4449,22.7242076871207,547068.546864464
계원예술대학교,사립,경기,7217294989,1320935100,10225076703,전문대학,0,8285244.2,529,1963083990,459,1456283990,708,2328391297,519,1393501297,506800000,934890000,1441690000,2849785287,4291475287,1237,2753,44.93280058118416,1558835.9197239375
고려대학교,사립,서울,46772629851,11461982940,96799653379,대학,0,9125415.0,9605,65004151200,8452,54932751200,3476,13540363474,2201,8584909975,10071400000,4955453499,15026853499,63517661175,78544514674,13081,21772,60.08175638434686,3607592.9943964723
고려사이버대학교,사립,서울,7996536100,96631000,11066597530,대학,0,2647878.4,864,2004038200,361,494488200,540,1182343200,203,220093200,1509550000,962250000,2471800000,714581400,3186381400,1404,10301,13.62974468498204,309327.38569070963
고신대학교,사립,부산,8331220140,15907520,12064461792,대학,0,7298932.0,622,2282515000,482,1513165000,597,1562636046,297,605886046,769350000,956750000,1726100000,2119051046,3845151046,1219,3263,37.358259270609864,1178409.7597303095
광신대학교,사립,광주,1662823608,0,2222469085,대학,0,6367853.5,208,694251000,168,370301000,51,140969516,25,54369516,323950000,86600000,410550000,424670516,835220516,259,436,59.403669724770644,1915643.385321101
광운대학교,사립,서울,17567636290,2600009810,28149622278,대학,0,8595586.5,1559,6638219140,1311,4917719140,1157,3672905120,666,2015888440,1720500000,1657016680,3377516680,6933607580,10311124260,2716,8414,32.27953410981697,1225472.338958878
광주과학기술원,국공립,광주,580833872,109180000,5797079435,대학,0,2060000.0,155,363153000,36,93203000,78,155941600,7,10841600,269950000,145100000,415050000,104044600,519094600,233,920,25.32608695652174,564233.2608695652
광주교육대학교,국공립,광주,3852410444,70301000,5618566256,대학,0,3795423.5,159,428961000,107,210811000,114,243786145,23,39584677,218150000,204201468,422351468,250395677,672747145,273,1257,21.71837708830549,535200.5926809865
광주대학교,사립,광주,18097430192,225889133,24269564963,대학,0,7133783.6,479,1369945900,290,751745900,979,2445904087,363,915061637,618200000,1530842450,2149042450,1666807537,3815849987,1458,4900,29.75510204081633,778744.8953061225
광주보건대학교,사립,광주,10491634811,574422800,12373568627,전문대학,0,5623590.0,247,642296600,124,283696600,756,1880050475,301,668708805,358600000,1211341670,1569941670,952405405,2522347075,1003,3546,28.28539199097575,711321.7921601805
광주여자대학교,사립,광주,11341833990,434139100,15438100599,대학,0,6809350.9,283,839659600,199,496659600,507,1167043229,192,371661847,343000000,795381382,1138381382,868321447,2006702829,790,3239,24.390243902439025,619543.9422661315
구미대학교,사립,경북,21754409170,9337330,30142675830,전문대학,0,6376911.6,452,1143027300,199,477777300,955,2222707922,298,654752950,665250000,1567954972,2233204972,1132530250,3365735222,1407,6249,22.515602496399424,538603.8121299408
국립공주대학교,국공립,충남,25592441960,1553881540,34021979220,대학,0,3858703.8,1280,3529307030,921,1869757030,1421,3100013592,446,787092141,1659550000,2312921451,3972471451,2656849171,6629320622,2701,12357,21.858056162498986,536483.0154568261
국립군산대학교,국공립,전북,14965754562,418539900,19321814315,대학,0,3891106.1,571,1511295440,338,664095440,853,1858012232,238,437562232,847200000,1420450000,2267650000,1101657672,3369307672,1424,6221,22.890210577077642,541602.2620157531
국립금오공과대학교,국공립,경북,12402693866,613689500,15883557975,대학,0,3773623.1,540,1352256290,287,603556290,792,1733377190,211,401877190,748700000,1331500000,2080200000,1005433480,3085633480,1332,4895,27.21144024514811,630364.3472931563
국립목포해양대학교,국공립,전남,4518364270,146160000,6337842030,대학,0,3412114.0,300,665958700,113,194558700,744,1510061900,115,182995220,471400000,1327066680,1798466680,377553920,2176020600,1044,2646,39.455782312925166,822381.179138322
국립부경대학교,국공립,부산,34095095889,2899458940,46037259487,대학,0,4049668.0,1303,3359044320,740,1486294320,1943,4176808276,507,920227350,1872750000,3256580926,5129330926,2406521670,7535852596,3246,15131,21.452646883880774,498040.61833322316
국립순천대학교,국공립,전남,12779798180,1240574000,18856085743,대학,0,3970127.2,549,1333106000,270,531006000,862,1831415350,200,375831990,802100000,1455583360,2257683360,906837990,3164521350,1411,6352,22.213476070528966,498192.90774559195
국립창원대학교,국공립,경남,16831840416,1459310050,23036121425,대학,0,3768749.5,775,2034411320,484,960361320,1082,2309914581,254,461688890,1074050000,1848225691,2922275691,1422050210,4344325901,1857,7401,25.091203891366032,586991.7444939873
국립한국교통대학교,국공립,충북,19277672460,276705000,25580036345,대학,0,4103672.1,722,1799001290,398,790051290,1197,2570585006,312,566632908,1008950000,2003952098,3012902098,1356684198,4369586296,1919,7950,24.138364779874212,549633.4963522012
국립한국해양대학교,국공립,부산,13476824025,675706600,18441583865,대학,0,3722953.1,786,1998413650,368,759963650,1152,2391570228,226,382035549,1238450000,2009534679,3247984679,1141999199,4389983878,1938,6326,30.635472652545054,693958.8804932027
국민대학교,사립,서울,34094462952,5456537700,56739723104,대학,0,8616796.8,3132,15487019200,2622,12329836200,2352,7717519194,1432,4520200244,3157183000,3197318950,6354501950,16850036444,23204538394,5484,14502,37.81547372776169,1600092.2903047856
국제대학교,사립,경기,8000118493,515375267,10052723834,전문대학,0,7468045.9,329,1013445000,237,638245000,535,1418396325,278,609446325,375200000,808950000,1184150000,1247691325,2431841325,864,2216,38.98916967509025,1097401.3199458483
국제사이버대학교,사립,경기,6315037000,518547000,7972948000,대학,0,2524286.0,245,481607000,57,58707000,156,307110000,38,34860000,422900000,272250000,695150000,93567000,788717000,401,3649,10.989312140312414,216146.06741573033
군산간호대학교,사립,전북,3097118467,269590333,3970818467,전문대학,0,6353625.0,130,357707500,59,163307500,338,875731165,155,348831165,194400000,526900000,721300000,512138665,1233438665,468,1094,42.77879341864717,1127457.6462522852
극동대학교,사립,충북,7545329509,302127100,11290077400,대학,0,7846600.1,348,1348159290,289,938359290,561,1896446270,356,1098396270,409800000,798050000,1207850000,2036755560,3244605560,909,3165,28.720379146919434,1025151.8357030016
글로벌사이버대학교,사립,충남,3672584526,18144000,4896489705,대학,0,2502176.9,249,496798950,89,76698950,93,189485000,23,19635000,420100000,169850000,589950000,96333950,686283950,342,2457,13.91941391941392,279317.84696784697
금강대학교,사립,충남,296551338,0,768846365,대학,0,6598000.0,5,8500000,0,0,17,34182000,1,3282000,8500000,30900000,39400000,3282000,42682000,22,62,35.483870967741936,688419.3548387097
기독간호대학교,사립,광주,1554576665,61293090,1916844758,전문대학,0,5528712.7,66,204978170,43,96078170,133,336294202,67,129144202,108900000,207150000,316050000,225222372,541272372,199,602,33.056478405315616,899123.5415282391
김천대학교,사립,경북,7503359544,171124000,11359508730,대학,0,7387386.5,176,534416000,108,318016000,404,1097508500,215,478758500,216400000,618750000,835150000,796774500,1631924500,580,2319,25.010780508840018,703719.0599396292
김포대학교,사립,경기,5217616814,360965250,7459688664,전문대학,0,7015264.2,206,669556000,164,450856000,242,791160340,179,459952000,218700000,331208340,549908340,910808000,1460716340,448,2567,17.45227892481496,569036.361511492
김해대학교,사립,경남,6123557352,6930000,7485129638,전문대학,0,6409703.8,296,812790000,180,398940000,541,1483955874,298,643847974,413850000,840107900,1253957900,1042787974,2296745874,837,1347,62.1380846325167,1705082.311804009
나사렛대학교,사립,충남,14787516628,1535956170,21164632125,대학,0,7911622.7,543,1854164660,429,1323564660,1014,2994063999,653,1614962848,530600000,1379101151,1909701151,2938527508,4848228659,1557,4494,34.64619492656876,1078822.5765465065
남부대학교,사립,광주,7581719193,235472800,10401593100,대학,0,6766873.8,287,821974100,205,490824100,440,984923901,138,286823901,331150000,698100000,1029250000,777648001,1806898001,727,2364,30.752961082910325,764339.2559221658
남서울대학교,사립,충남,23405763976,4729275850,36337338629,대학,0,8616388.3,1021,3795501410,836,2806451410,1576,4784181527,892,2656212074,989050000,2127969453,3117019453,5462663484,8579682937,2597,8922,29.10782335799148,961632.2502802062
농협대학교,사립,경기,734650036,76928000,1100962675,전문대학,0,4982666.7,82,217528000,29,71728000,94,277762000,43,104412000,145800000,173350000,319150000,176140000,495290000,176,380,46.31578947368421,1303394.7368421052
단국대학교,사립,경기,49699361064,6365690583,76166048653,대학,0,8842297.7,4510,20069846270,3787,15242130270,3961,12669022810,2382,7051757654,4827716000,5617265156,10444981156,22293887924,32738869080,8471,11372,74.4899753781217,2878901.607456912
대경대학교,사립,경북,12236151329,0,16537949913,전문대학,0,6496174.3,393,986969240,205,481719240,673,1664631099,242,558199731,505250000,1106431368,1611681368,1039918971,2651600339,1066,3793,28.104402847350386,699077.3369364619
대구가톨릭대학교,사립,경북,38338613624,323009100,50944494232,대학,0,7904801.4,1449,4922742160,1090,3235842160,2110,5640147999,1117,2610250254,1686900000,3029897745,4716797745,5846092414,10562890159,3559,11320,31.439929328621908,933117.5052120142
대구경북과학기술원,국공립,대구,165843156,52200000,2501474825,대학,0,7934000.0,145,310286000,14,39986000,82,174397680,6,14214340,270300000,160183340,430483340,54200340,484683680,227,921,24.647122692725297,526258.0673181325
대구공업대학교,사립,대구,5054758726,0,6570966620,전문대학,0,6040550.6,55,113100500,15,22400500,29,58495000,7,9495000,90700000,49000000,139700000,31895500,171595500,84,1278,6.572769953051644,134268.779342723
대구과학대학교,사립,대구,17203950247,4599990,22528490490,전문대학,0,6305808.3,282,721137780,149,369587780,676,1739597130,306,674697130,351550000,1064900000,1416450000,1044284910,2460734910,958,4379,21.877140899748802,561939.920073076
대구교육대학교,국공립,대구,2334361020,297186000,3556199070,대학,0,3896000.0,261,802127530,216,478827530,130,279894750,42,70844750,323300000,209050000,532350000,549672280,1082022280,391,1514,25.825627476882428,714677.8599735799
대구대학교,사립,경북,52816246055,491579060,68638008459,대학,0,7556022.7,1709,5731630300,1292,3942030300,3009,8270777340,1653,4079888886,1789600000,4190888454,5980488454,8021919186,14002407640,4718,15459,30.519438514781033,905777.0644931755
대구보건대학교,사립,대구,22551242492,0,27937740888,전문대학,0,6797857.4,668,1970763000,430,1119763000,1738,4619516718,943,2072915436,851000000,2546601282,3397601282,3192678436,6590279718,2406,6580,36.56534954407295,1001562.2671732523
대구사이버대학교,사립,경북,5509528900,17120000,6609855855,대학,0,2691789.5,594,1368062000,269,352512000,190,439520591,99,111186562,1015550000,328334029,1343884029,463698562,1807582591,784,3212,24.408468244084684,562759.2126400996
대구예술대학교,사립,경북,899602640,52752340,1127356696,대학,0,8390429.3,24,69196500,20,50196500,67,176047000,40,90997000,19000000,85050000,104050000,141193500,245243500,91,250,36.4,980974.0
대구한의대학교,사립,경북,21875556810,76215600,32253898367,대학,0,7845054.2,806,2637901850,518,1497151850,1011,2631228559,482,1049578430,1140750000,1581650129,2722400129,2546730280,5269130409,1817,6961,26.102571469616436,756950.2095963224
대덕대학교,사립,대전,5441308558,23403834,6893147456,전문대학,0,6268134.3,119,257398500,47,96348500,202,452679153,66,153510219,161050000,299168934,460218934,249858719,710077653,321,1590,20.18867924528302,446589.71886792453
대동대학교,사립,부산,4298206140,79393000,5734535311,전문대학,0,6596194.4,190,530282000,120,273582000,464,1248623583,234,582373583,256700000,666250000,922950000,855955583,1778905583,654,1487,43.98117014122394,1196305.032279758
대림대학교,사립,경기,19013566371,1627287550,26246181964,전문대학,0,7359284.1,719,2255121030,555,1462321030,1057,2910153164,687,1534948556,792800000,1375204608,2168004608,2997269586,5165274194,1776,6713,26.45612989721436,769443.4967972591
대신대학교,사립,경북,2094462044,88669000,2885882115,대학,0,6626353.4,141,465134500,101,242984500,75,186802340,28,75869000,222150000,110933340,333083340,318853500,651936840,216,1335,16.179775280898877,488342.202247191
대원대학교,사립,충북,5386382729,245538330,7327877596,전문대학,0,6447452.7,224,595450000,118,277300000,440,1134338069,167,398338069,318150000,736000000,1054150000,675638069,1729788069,664,1957,33.929483903934596,883897.8380173736
대전과학기술대학교,사립,대전,10318071772,1152978500,13420732483,전문대학,0,6424652.2,312,950554900,204,512304900,761,2073945469,419,922090312,438250000,1151855157,1590105157,1434395212,3024500369,1073,3991,26.885492357805063,757830.2102230018
대전보건대학교,사립,대전,12170481291,658772120,15720122941,전문대학,0,6505339.1,388,1129395552,252,653545552,1025,2775459895,502,1201009895,475850000,1574450000,2050300000,1854555447,3904855447,1413,4116,34.32944606413994,948701.5177356657
대전신학대학교,사립,대전,300541336,1200000,368776000,대학,0,6100000.0,44,171277500,38,105777500,18,53917000,8,22917000,65500000,31000000,96500000,128694500,225194500,62,48,129.16666666666669,4691552.083333333
대진대학교,사립,경기,19501162718,3682485500,29120483653,대학,0,8246988.5,1002,3565894250,805,2512594250,1524,4465623808,1076,2590606497,1053300000,1875017311,2928317311,5103200747,8031518058,2526,7751,32.58934331054058,1036191.2086182428
덕성여자대학교,사립,서울,11320723064,940213720,17152027475,대학,0,7810760.7,663,2506809740,555,1904926740,874,2542350353,541,1366544764,601883000,1175805589,1777688589,3271471504,5049160093,1537,5566,27.614085519223856,907143.3871721164
동강대학교,사립,광주,7632662716,17274000,9464133502,전문대학,0,5860777.0,243,591166300,92,215716300,397,1033636000,166,374286000,375450000,659350000,1034800000,590002300,1624802300,640,2330,27.467811158798284,697340.042918455
동국대학교,사립,서울,45265065284,3941697780,76072851709,대학,0,8560649.0,4139,19014751450,3393,14267401450,3209,10452121764,1864,5729205323,4747350000,4722916441,9470266441,19996606773,29466873214,7348,13841,53.08864966404162,2128955.5100065023
동남보건대학교,사립,경기,11709529797,1019669000,15736031210,전문대학,0,6785908.1,623,2090821400,480,1434871400,916,2677893267,519,1485470537,655950000,1192422730,1848372730,2920341937,4768714667,1539,4633,33.21821713792359,1029293.0427368876
동덕여자대학교,사립,서울,15234863918,2500121880,24344442934,대학,0,8126346.6,914,3665250590,738,2751600590,1030,3227662003,584,1807429934,913650000,1420232069,2333882069,4559030524,6892912593,1944,6392,30.413016270337923,1078365.5495932417
동서대학교,사립,부산,28431345685,1497179750,37384960111,대학,0,7543205.4,929,2753438650,634,1764138650,2273,6409500737,1290,3128477904,989300000,3281022833,4270322833,4892616554,9162939387,3202,8582,37.31065019808902,1067692.7740619902
동서울대학교,사립,경기,15722615731,982720000,20171949602,전문대학,0,7161803.3,752,2480498000,623,1706098000,1000,2802054252,643,1418101690,774400000,1383952562,2158352562,3124199690,5282552252,1752,5754,30.448383733055266,918066.0848105665
동신대학교,사립,전남,19069134166,5585600,25454944180,대학,0,7249025.9,609,1898409000,397,1074359000,825,2153802722,382,881052722,824050000,1272750000,2096800000,1955411722,4052211722,1434,5571,25.740441572428647,727376.0046670256
동아대학교,사립,부산,46883375814,7700361360,66348824140,대학,0,7896057.5,2541,10486632580,1976,7688582580,3684,10997899944,2066,5674203704,2798050000,5323696240,8121746240,13362786284,21484532524,6225,17634,35.30112283089486,1218358.4282635818
동아방송예술대학교,사립,경기,9329888098,1219109000,12152781075,전문대학,0,7877335.8,473,1602062020,360,1080412020,1045,3319119459,697,1835624989,521650000,1483494470,2005144470,2916037009,4921181479,1518,3015,50.34825870646766,1632232.6630182422
동아보건대학교,사립,전남,3380494142,0,4059026670,전문대학,0,4846806.6,139,323613400,54,101313400,204,475808300,75,142908300,222300000,332900000,555200000,244221700,799421700,343,804,42.66169154228855,994305.5970149253
동양대학교,사립,경북,10637860573,366653350,15974708819,대학,0,7942642.8,339,1127431450,264,774981450,685,1806780586,345,870230586,352450000,936550000,1289000000,1645212036,2934212036,1024,4241,24.145248762084414,691867.9641593964
동양미래대학교,사립,서울,17524703399,1325849538,23618814199,전문대학,0,7237317.7,761,2414025320,620,1679325320,1118,3196682532,799,1832661969,734700000,1364020563,2098720563,3511987289,5610707852,1879,5617,33.45202065159338,998879.802741677
동원과학기술대학교,사립,경남,8288003341,115274000,10478041818,전문대학,0,6373017.2,323,866373100,172,424873100,417,1135654873,208,445704873,441500000,689950000,1131450000,870577973,2002027973,740,2247,32.932799287939474,890978.1811303961
동원대학교,사립,경기,10153356676,0,13181186877,전문대학,0,7343439.7,436,1244667130,297,740467130,353,939135850,198,430585850,504200000,508550000,1012750000,1171052980,2183802980,789,3539,22.294433455778467,617067.8101158519
동의과학대학교,사립,부산,14838371665,20954600,18436651798,전문대학,0,6875240.2,348,862276200,166,347276200,850,2215198549,424,908281879,515000000,1306916670,1821916670,1255558079,3077474749,1198,4050,29.58024691358025,759870.3083950618
동의대학교,사립,부산,39235474287,6948457920,58338448394,대학,0,7580400.9,1613,5391605000,1071,3447505000,2653,7012063665,1010,2899070877,1944100000,4112992788,6057092788,6346575877,12403668665,4266,14302,29.82799608446371,867268.1208921829
두원공과대학교,사립,경기,5945136108,0,7621621477,전문대학,0,7019783.0,322,1004615300,263,631215300,478,1386753861,317,697553861,373400000,689200000,1062600000,1328769161,2391369161,800,2105,38.00475059382423,1136042.3567695962
디지털서울문화예술대학교,사립,서울,4668423118,105620000,6143454333,대학,0,3126349.9,277,682534900,181,279184900,356,917492954,247,364392954,403350000,553100000,956450000,643577854,1600027854,633,2854,22.179397337070778,560626.4379817799
마산대학교,사립,경남,14849546910,646356690,19166508600,전문대학,0,6397885.8,490,1393839660,278,718589660,1159,3028487125,604,1344467125,675250000,1684020000,2359270000,2063056785,4422326785,1649,4922,33.50264120276311,898481.6710686713
명지대학교,사립,경기,31720726451,2372225000,47871835560,대학,0,8793563.1,2900,13736479800,2390,10712946800,2420,7590498752,1456,4207606331,3023533000,3382892421,6406425421,14920553131,21326978552,5320,5741,92.66678279045463,3714854.3027347154
명지전문대학,사립,서울,20547766854,2119701633,26020423885,전문대학,0,7163968.3,738,2433698400,561,1635448400,1273,3891061410,782,2155128060,798250000,1735933350,2534183350,3790576460,6324759810,2011,6571,30.60416983716329,962526.222797139
목원대학교,사립,대전,21661528206,2052689320,30611706320,대학,0,7965994.0,743,2398797000,518,1571447000,1325,3700708592,594,1608732389,827350000,2091976203,2919326203,3180179389,6099505592,2068,7390,27.98376184032476,825372.8811907984
목포가톨릭대학교,사립,전남,1711363562,30633330,2306669880,대학,0,6758000.0,21,76157400,18,50507400,94,226702417,41,84102417,25650000,142600000,168250000,134609817,302859817,115,463,24.838012958963283,654124.8747300216
목포과학대학교,사립,전남,10178811745,192326685,12231809332,전문대학,0,6106660.5,224,567927830,102,208977830,538,1384278362,268,537628362,358950000,846650000,1205600000,746606192,1952206192,762,2423,31.44861741642592,805697.9744118861
